1
		Rooms	Brand	Parent Company	Property Name	Market Name	Submarket Name	Hotel Class	Scale	Operation Type	Constr Status	Operational Status	Expansion Rooms	Expansion Status Month	Expansion Status Year	Expansion Status	Property Address	City	State	Zip	Year Built	Year Renovated	Hotel Open Date	Data Participation	Mtg Rooms	Total Mtg Space	Max Contig Mtg Space	Hotel Location Type	Secondary Type	All-Inclusive	All-Suites	Primary Corridors	Number Of Stories	Number Of Parking Spaces	Parking Spaces/Room	FEMA Map Date	FEMA Map Identifier	FIRM ID	FIRM Panel Number	In SFHA	Floodplain Area	Owner Name	Owner Phone	Owner Contact	Owner Address	Owner City State Zip	Property Location	True Owner Address	True Owner City State Zip	True Owner Name	True Owner Contact	True Owner Phone
		79	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Corsicana	Texas Central	Central Texas Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	623 Bryant's Way	Corsicana	TX	75109	2007		11/01/2007	Monthly & Daily	2	720	576	Small Metro/Town	Hotel	No	No	Interior	4	83	1.051	06/05/2012	48349C0380D	48349C	0380D	No	100-year and 500-year Floodplain	Eunkyoung Kim	EK Group LLC		Dallas, TX 75205	4416 Beverly Dr	Eunkyoung Kim	4416 Beverly Dr	Dallas, TX 75205		EK Group LLC	09/09/2022
		88	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Portland	Texas South	Corpus Christi	Upper Midscale	Upper Midscale	Franchise	Existing	Open	139 Buddy Ganem	Portland	TX	78374-3216	2017		02/01/2017	Monthly & Daily				Suburban	Hotel	No	Yes	Interior	4	89	1.011	10/13/2022	48355C0150G	48409C	0150G	No	100-year and 500-year Floodplain		ZJZ Hospitality	3618551549	Corpus Christi, TX 78412-4004	1410 Crescent Dr		1410 Crescent Dr	Corpus Christi, TX 78412-4004	3618551549	ZJZ Hospitality
		82	Hampton by Hilton	Hilton Worldwide	Hampton Inn Kyle	Austin, TX	San Marcos/Austin Surrounding	Upper Midscale	Upper Midscale	Franchise	Existing	Open	151 Bunton Creek Rd	Kyle	TX	78640	2017		07/01/2017	Monthly & Daily	2	2,568	2,160	Interstate	Hotel	No	No	Interior	4	80	0.976	09/02/2005	48209C0290F	48209C	0290F	No	100-year and 500-year Floodplain		Southwest Hospitality Management	4809248000	Mesa, AZ 85206-4427	6630 E Baseline Rd		6630 E Baseline Rd	Mesa, AZ 85206-4427	4809248000	Southwest Hospitality Management
		74	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites Austin South/Buda	Austin, TX	San Marcos/Austin Surrounding	Upper Midscale	Upper Midscale	Franchise	Existing	Open	1201 Cabelas Dr	Buda	TX	78610	2007		06/01/2008	Monthly	1	575	575	Suburban	Hotel	No	No	Interior	4	90	1.216	01/22/2020	48453C0680J	48209C	0680J	No	100-year and 500-year Floodplain		Starwood Capital Group	3056955200	Greenwich, CT 06830-6005	591 W Putnam Ave Suite # 700		591 W Putnam Ave Suite # 700	Greenwich, CT 06830-6005	3056955200	Starwood Capital Group	06/01/2017
		105	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton Laredo at Mall Del Norte	Texas South	Texas South Area	Upscale	Upscale	Franchise	Existing	Open	98 Calle del Norte	Laredo	TX	78041	2005	2015	11/01/2005	Monthly & Daily	1	468	468	Suburban	Hotel	No	Yes	Interior	3	117	1.114	04/02/2008	48479C1215C	48479C	1215C	No	100-year and 500-year Floodplain		KVA Management	9162845219	Airway Heights, WA 99001-9712	1215 S Garfield Rd		1215 S Garfield Rd	Airway Heights, WA 99001-9712	9162845219	KVA Management	02/01/2019
		160	Embassy Suites by Hilton	Hilton Worldwide	Embassy Suites by Hilton Laredo	Texas South	Texas South Area	Upper Upscale	Upper Upscale	Franchise	Existing	Open	110 Calle del Norte	Laredo	TX	78041	2005	2015	11/01/2005	Monthly & Daily	5	5,127	3,564	Suburban	Hotel	No	Yes	Interior	6	191	1.194	04/02/2008	48479C1215C	48479C	1215C	No	100-year and 500-year Floodplain		Westmont Hospitality Group	7137829100	Houston, TX 77057-3009	5847 San Felipe Suite # 4600		5847 San Felipe Suite # 4600	Houston, TX 77057-3009	7137829100	Westmont Hospitality Group	10/03/2019
		337	Hilton	Hilton Worldwide	Hilton Richardson Dallas	Dallas, TX	East Plano/Richardson	Upper Upscale	Upper Upscale	Franchise	Existing	Open	701 E Campbell Rd	Richardson	TX	75081	1986	2021	12/01/1987	Monthly & Daily	17	20,636	7,800	Suburban	Hotel	No	No	Interior	18	383	1.136	06/07/2017	48085C0505K	48113C	0505K	No	100-year and 500-year Floodplain	Barry (Bharat) Lall	Pinnacle Hotels USA, Inc.	8589748201	San Diego, CA 92111-2113	8369 Vickers St Suite # 210	Barry (Bharat) Lall	8369 Vickers St Suite # 210	San Diego, CA 92111-2113	8589748201	Pinnacle Hotels USA, Inc.	09/29/2022
		140	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn Dallas @ Hurst Conference Center	Fort Worth/Arlington, TX	Fort Worth North	Upscale	Upscale	Franchise	Existing	Open	1615 Campus Dr	Hurst	TX	76054	2018		06/01/2018	Monthly & Daily	8	14,981	14,161	Suburban	Hotel	No	No	Interior	6			03/21/2019	48439C0205L	48439C	0205L	No	100-year and 500-year Floodplain	Nilesh Vadalia	Abcons Corporation	9724085230	Richland Hills, TX 76118-5503	643 NE Loop 820	Nilesh Vadalia	643 NE Loop 820	Richland Hills, TX 76118-5503	9724085230	Abcons Corporation
		100	Spark by Hilton	Hilton Worldwide	Spark by Hilton Grapevine DFW North	Fort Worth/Arlington, TX	Bedford/Grapevine	Midscale	Midscale	Franchise	Existing	Open	301 Capitol St	Grapevine	TX	76051	1997	2012	07/01/1997	Monthly & Daily		0	0	Airport	Hotel	No	No	Interior	4	101	1.010	07/07/2014	48113C0150K	48439C	0150K	No	100-year and 500-year Floodplain	Hardeek Patel	Winvest Wave LLC		Irving, TX 75063	9408 Lake Ct	Hardeek Patel	9408 Lake Ct	Irving, TX 75063		Winvest Wave LLC	06/01/2023
		101	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton San Juan	McAllen/Brownsville, TX	McAllen	Upper Midscale	Upper Midscale	Franchise	Existing	Open	1003 E Carroll Rd	San Juan	TX	78589	2024		12/11/2024	Monthly & Daily	1	1,600	1,600	Suburban	Hotel	No	Yes	Interior	4							No		Hershal Patel	Ruby Red Hospitality	9567723605	South Padre Island, TX 78597-7726	7010 Padre Blvd	Hershal Patel	7010 Padre Blvd	South Padre Island, TX 78597-7726	9567723605	Ruby Red Hospitality	09/12/2023
		93	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Midland	Texas West	Midland & Odessa	Upper Midscale	Upper Midscale	Franchise	Existing	Open	1401 Catalina Dr	Midland	TX	79706	2013		01/01/2015	Monthly & Daily	1	572	572	Suburban	Hotel	No	Yes	Interior	4							No			American Hotel Income Properties REIT LP	6046303134		925 W Georgia St Suite # 810		925 W Georgia St Suite # 810		6046303134	American Hotel Income Properties REIT LP	03/13/2025
		63	Hampton by Hilton	Hilton Worldwide	Hampton Inn Houston Deer Park Ship Area	Houston, TX	Houston East/Baytown	Upper Midscale	Upper Midscale	Franchise	Existing	Open	1450 Center St	Deer Park	TX	77536	2003	2009	10/01/2003	Monthly & Daily	2	1,250	1,250	Suburban	Hotel	No	No	Interior	3	67	1.063	01/06/2017	48201C0930M	48201C	0930M	No	100-year and 500-year Floodplain		S&S Union, Inc								S&S Union, Inc	04/13/2018
		104	Hyatt Place	Hyatt Corporation	Hyatt Place Dallas/Allen	Dallas, TX	McKinney	Upscale	Upscale	Franchise	Existing	Open	333 Central Expy N	Allen	TX	75013-2631	2017		06/20/2017	Monthly & Daily	2	1,622	1,622	Suburban	Hotel	No	No	Interior	4	108	1.038	07/07/2014	48113C0075K	48085C	0075K	No	100-year and 500-year Floodplain		Chanakya Management LLC		Horizon City, TX 79928-6474	412 Emerald Trail Way		412 Emerald Trail Way	Horizon City, TX 79928-6474		Chanakya Management LLC	05/27/2021
		150	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn Dallas/Allen	Dallas, TX	McKinney	Upscale	Upscale	Franchise	Existing	Open	705 Central Expy S	Allen	TX	75013-8012	2001	2023	08/29/2002	Monthly & Daily	9	7,077	4,160	Suburban	Hotel	No	No	Interior	6	209	1.393	07/07/2014	48113C0075K	48085C	0075K	No	100-year and 500-year Floodplain		Flynn Properties, Inc.	4159032100	San Francisco, CA 94104-4215	225 Bush St Suite # 1800		225 Bush St Suite # 1800	San Francisco, CA 94104-4215	4159032100	Flynn Properties, Inc.	07/22/2021
		114	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton Dallas Allen	Dallas, TX	McKinney	Upscale	Upscale	Franchise	Existing	Open	455 N Central Expy	Allen	TX	75013	2010	2019	02/01/2010	Monthly & Daily	1	750	750	Suburban	Hotel	No	Yes	Interior	4	155	1.360	07/07/2014	48113C0075K	48085C	0075K	No	100-year and 500-year Floodplain	Joseph Delli Santi	MCR Hotels Holdings LLC	2122775602	New York, NY 10007	One World Trade Center	Joseph Delli Santi	One World Trade Center	New York, NY 10007	2122775602	MCR Hotels Holdings LLC	11/15/2024
		95	Tru by Hilton	Hilton Worldwide	Tru by Hilton Allen Dallas	Dallas, TX	McKinney	Midscale	Midscale	Franchise	Existing	Open	1553 N Central Expy	Allen	TX	75013	2020		09/03/2020	Monthly & Daily	1	874	874	Suburban	Hotel	No	No	Interior	4	110	1.158	07/07/2014	48113C0075K	48085C	0075K	No	100-year and 500-year Floodplain	Bhupendra Patel	Bhupendra S Patel	9183986024	Allen, TX 75013	1408 Luckenbach Dr	Bhupendra Patel	1408 Luckenbach Dr	Allen, TX 75013	9183986024	Bhupendra S Patel	12/15/2020
		296	DoubleTree by Hilton	Hilton Worldwide	DoubleTree by Hilton Hotel Dallas - Richardson	Dallas, TX	East Plano/Richardson	Upscale	Upscale	Franchise	Existing	Open	1981 N Central Expy	Richardson	TX	75080	1982	2016	06/01/1982	Monthly & Daily	11	14,104	6,985	Suburban	Hotel	No	No	Interior	12	367	1.240	06/07/2017	48085C0505K	48113C	0505K	No	100-year and 500-year Floodplain	Anant Patel	Envision Hospitality		Mansfield, TX 76063-7585	307 Dover Heights Trl	Anant Patel	307 Dover Heights Trl	Mansfield, TX 76063-7585		Envision Hospitality	12/20/2016
		79	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites McKinney	Dallas, TX	McKinney	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2008 N Central Expy	McKinney	TX	75069	2013		06/01/2015	Monthly & Daily				Suburban	Hotel	No	No	Interior	4			06/07/2017	48085C0260K	48085C	0260K	No	100-year and 500-year Floodplain	Akash Patel	Akash Patel	9725426622	Flower Mound, TX 75028	6209 Indian Blanket Trl	Akash Patel	6209 Indian Blanket Trl	Flower Mound, TX 75028	9725426622	Akash Patel	11/01/2018
		101	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Dallas/Plano Central	Dallas, TX	East Plano/Richardson	Upper Midscale	Upper Midscale	Franchise	Existing	Open	3316 N Central Expy	Plano	TX	75074	2018		07/30/2018	Monthly & Daily	1	625	625	Suburban	Hotel	No	No	Interior	4	99	0.980	06/07/2017	48085C0390K	48085C	0390K	No	100-year and 500-year Floodplain		Tabani Realty	9728107729	Plano, TX 75024	5851 Legacy Cir Suite # 600		5851 Legacy Cir Suite # 600	Plano, TX 75024	9728107729	Tabani Realty	03/14/2025
		107	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton McKinney	Dallas, TX	McKinney	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2630 S Central Expy	McKinney	TX	75070	2016		07/01/2019	Monthly & Daily				Suburban	Hotel	No	Yes	Interior	5							No		Perry Molubhoy	Atlantic Hotels Group	4698868600	Dallas, TX 75201-4617	1700 Pacific Ave Suite # 1850	Perry Molubhoy	1700 Pacific Ave Suite # 1850	Dallas, TX 75201-4617	4698868600	Atlantic Hotels Group
		110	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Cedar Park North Austin	Austin, TX	Austin Northwest/Arboretum	Upper Midscale	Upper Midscale	Franchise	Existing	Open	700 Central Park Dr	Cedar Park	TX	78613	2022		05/05/2022	Monthly & Daily				Suburban	Hotel	No	No	Interior	6	99	0.900	01/22/2020	48453C0115J	48491C	0115J	No	500-year Floodplain		KM Hotels	8043183403	Richmond, VA 23230-1723	6627 W Broad St Suite # 300		6627 W Broad St Suite # 300	Richmond, VA 23230-1723	8043183403	KM Hotels
		80	Spark by Hilton	Hilton Worldwide	Spark by Hilton Killeen	Texas Central	Killeen/Temple	Midscale	Midscale	Franchise	Existing	Open	700 E Central Texas Expy	Killeen	TX	76541	2006	2019	06/05/2006	Monthly & Daily				Small Metro/Town	Hotel	No	No	Interior	3	79	0.988	09/26/2008	48027C0280E	48027C	0280E	No	100-year and 500-year Floodplain	Shane Ibrahim	3S Hospitality	2143029692	Killeen, TX 76541-8992	800 E Central Texas Expy	Shane Ibrahim	800 E Central Texas Expy	Killeen, TX 76541-8992	2143029692	3S Hospitality	02/27/2024
		97	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Dallas DeSoto	Dallas, TX	Dallas South	Upper Midscale	Upper Midscale	Franchise	Existing	Open	1300 E Centre Park Blvd	DeSoto	TX	75115	2017	2026	02/26/2018	Monthly & Daily	5	4,636	4,056	Suburban	Hotel	No	Yes	Interior	4	141	1.454	07/07/2014	48113C0490K	48113C	0490K	No	100-year and 500-year Floodplain		Seva Hospitality	2144468504	Dallas, TX 75208-4745	633 W Davis St Suite # 163		633 W Davis St Suite # 163	Dallas, TX 75208-4745	2144468504	Seva Hospitality	11/30/2021
		81	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Dallas-DeSoto	Dallas, TX	Dallas South	Upper Midscale	Upper Midscale	Franchise	Existing	Open	1311 E Centre Park Blvd	DeSoto	TX	75115	2007		09/19/2008	Monthly & Daily	2	1,404	624	Suburban	Hotel	No	No	Interior	4	87	1.074	07/07/2014	48113C0490K	48113C	0490K	No	100-year and 500-year Floodplain	Prayes Majmudar	Seva Hospitality	2144468504	Dallas, TX 75208-4745	633 W Davis St Suite # 163	Prayes Majmudar	633 W Davis St Suite # 163	Dallas, TX 75208-4745	2144468504	Seva Hospitality
		85	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites Denton	Dallas, TX	Denton/North Lake	Upper Midscale	Upper Midscale	Franchise	Existing	Open	1513 Centre Place Dr	Denton	TX	76205	2003		10/01/2003	Monthly & Daily	2	792	528	Interstate	Hotel	No	No	Interior	3	90	1.059	04/18/2011	48121C0360G	48121C	0360G	No	100-year and 500-year Floodplain	Dhirubhai Patel	Shiva Hospitality Llc	9729776889	Dallas, TX 75234    	11950 Webb Chapel Rd	Dhirubhai Patel	11950 Webb Chapel Rd	Dallas, TX 75234    	9729776889	Shiva Hospitality Llc	12/22/2022
		125	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn Houston-Baytown	Houston, TX	Houston East/Baytown	Upscale	Upscale	Franchise	Existing	Open	4910 E Chase St	Baytown	TX	77521-3386	2017		09/08/2017	Monthly & Daily	4	12,600	6,336	Suburban	Hotel	No	No	Interior	4	161	1.288	01/06/2017	48201C0765M	48201C	0765M	No	100-year and 500-year Floodplain	Gaurang Patel	GAP Hotels, LLC	3374530328	Carencro, LA 70520	P.O.Box 868	Gaurang Patel	P.O.Box 868	Carencro, LA 70520	3374530328	GAP Hotels, LLC
		63	Spark by Hilton	Hilton Worldwide	Spark by Hilton Round Rock	Austin, TX	Round Rock/Georgetown	Midscale	Midscale	Franchise	Existing	Open	609 Chisholm Trail Rd	Round Rock	TX	78681-4343	2000	2024	06/23/2000	Monthly & Daily		0	0	Suburban	Hotel	No	No	Interior	3	60	0.952	12/20/2019	48491C0489F	48491C	0489F	No	100-year and 500-year Floodplain		Preeminent Hotels	7137146636	Houston, TX 77092-2060	5600 NW Central Dr Suite # 206		5600 NW Central Dr Suite # 206	Houston, TX 77092-2060	7137146636	Preeminent Hotels
		303	Marriott	Marriott International	Marriott Houston Sugar Land	Houston, TX	Houston Southwest Freeway	Upper Upscale	Upper Upscale	Franchise	Existing	Open	16090 City Walk	Sugar Land	TX	77479	2003	2025	10/01/2003	Monthly	24	26,537	15,488	Suburban	Hotel	No	No	Interior	9	660	2.178	04/02/2014	48157C0280L	48157C	0280L	No	500-year Floodplain	Brian Hughes	Ashford Hospitality Trust, Inc.	9724909600	Dallas, TX 75254-1319	14185 Dallas Pky Suite # 1200	Brian Hughes	14185 Dallas Pky Suite # 1200	Dallas, TX 75254-1319	9724909600	Ashford Hospitality Trust, Inc.	04/09/2018
		100	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites San Antonio Brooks City Base	San Antonio, TX	San Antonio South	Upper Midscale	Upper Midscale	Franchise	Existing	Open	8202 City Base Lndg	Brooks City Base	TX	78235	2016		12/01/2016	Monthly & Daily	1	576	576	Suburban	Hotel	No	No	Interior	5	79	0.790	09/29/2010	48029C0585H	48029C	0585H	No	100-year and 500-year Floodplain		Brooks Development Authority	2106783300	San Antonio, TX 78235-5181	7515 Inner Circle Dr		7515 Inner Circle Dr	San Antonio, TX 78235-5181	2106783300	Brooks Development Authority
		86	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Waxahachie	Dallas, TX	Dallas South	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2010 Civic Center Ln	Waxahachie	TX	75165-5216	2006	2025	06/22/2006	Monthly & Daily	3	880	625	Interstate	Hotel	No	No	Interior	4	65	0.756	10/19/2023	48139C0190G	48139C	0190G	No	100-year and 500-year Floodplain		Surinder Singh	7139370439	Houston, TX 77040-5318	8030 Little York Rd		8030 Little York Rd	Houston, TX 77040-5318	7139370439	Surinder Singh	05/24/2024
		103	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Beaumont	Texas East	Beaumont	Upper Midscale	Upper Midscale	Franchise	Existing	Open	5370 Clearwater Ct	Beaumont	TX	77705	2019		01/01/2020	Monthly & Daily				Suburban	Hotel	No	Yes	Interior	4	73	0.709					No			Clearwater Hotel Inc		Beaumont, TX 77706	3536 Walmont Ave		3536 Walmont Ave	Beaumont, TX 77706		Clearwater Hotel Inc	01/06/2026
		101	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn Denton	Dallas, TX	Denton/North Lake	Upscale	Upscale	Franchise	Existing	Open	3110 Colorado Blvd	Denton	TX	76210	2010		04/05/2010	Monthly & Daily	4	2,964	2,146	Interstate	Hotel	No	No	Interior	4	106	1.050	06/19/2020	48121C0386H	48121C	0386H	Yes	100-year Floodplain	Jatin Jariwala	Hotel Brokers of America	6618084998	Dallas, TX 75243-1700	12655 N Central Expy Suite # 550	Jatin Jariwala	12655 N Central Expy Suite # 550	Dallas, TX 75243-1700	6618084998	Hotel Brokers of America	12/23/2025
		77	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites Buffalo	Texas East	Texas East Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2624 W Commerce St	Buffalo	TX	75831-7776	2009		03/03/2009	Monthly & Daily	1	598	598	Interstate	Hotel	No	No	Interior	3	70	0.909	11/20/2013	48289C0210C	48289C	0210C	No	100-year and 500-year Floodplain	Nanu Patel	Nanu Patel	9725296627	Buffalo, TX 75831	P.O.Box 680	Nanu Patel	P.O.Box 680	Buffalo, TX 75831	9725296627	Nanu Patel
		150	Embassy Suites by Hilton	Hilton Worldwide	Embassy Suites by Hilton McAllen Convention Center	McAllen/Brownsville, TX	McAllen	Upper Upscale	Upper Upscale	Franchise	Existing	Open	800 Convention Center Blvd	McAllen	TX	78501	2016		07/21/2016	Monthly & Daily	14	13,402	7,840	Urban	Hotel	No	Yes	Interior	6	183	1.220					No			Ruby Red Hospitality	9567723605	South Padre Island, TX 78597-7726	7010 Padre Blvd		7010 Padre Blvd	South Padre Island, TX 78597-7726	9567723605	Ruby Red Hospitality	10/18/2022
		208	Hyatt Regency	Hyatt Corporation	Hyatt Regency Baytown - Houston	Houston, TX	Houston East/Baytown	Upper Upscale	Upper Upscale	Chain Management	Existing	Open	100 Convention Center Way	Baytown	TX	77520	2023		05/18/2023	Monthly & Daily	10	16,281	12,000	Suburban	Hotel	No	No	Interior	7	198	0.952	01/06/2017	48201C0955M	48201C	0955M	Yes	100-year Floodplain		Baytown Municipal Development District	2814228281	Baytown, TX 77520-6204	2401 Market St		2401 Market St	Baytown, TX 77520-6204	2814228281	Baytown Municipal Development District
		122	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Lewisville Dallas	Dallas, TX	Lewisville	Upper Midscale	Upper Midscale	Franchise	Existing	Open	450 E Corporate Dr	Lewisville	TX	75057	2020		09/01/2020	Monthly & Daily	2	1,112	812	Suburban	Hotel	No	Yes	Interior	4	114	0.934	07/07/2014	48113C0015K	48121C	0015K	No	100-year and 500-year Floodplain	Zabir Ismail	Texas Hotel Management	9795749220	Bryan, TX 77805	2121 E William Joel Bryan Pky Suite # 2864	Zabir Ismail	2121 E William Joel Bryan Pky Suite # 2864	Bryan, TX 77805	9795749220	Texas Hotel Management	12/17/2024
		81	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Texarkana	Texas East	Texas East Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	4601 Cowhorn Creek Rd	Texarkana	TX	75503-2571	2004	2023	09/01/2004	Monthly & Daily	2	708	552	Interstate	Hotel	No	No	Interior	4	87	1.074	12/21/2017	48037C0355E	48037C	0355E	No	100-year and 500-year Floodplain		Apple Hospitality REIT, Inc.	8043448121	Richmond, VA 23219-3306	814 E Main St		814 E Main St	Richmond, VA 23219-3306	8043448121	Apple Hospitality REIT, Inc.	01/31/2011
		154	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn Texarkana	Texas East	Texas East Area	Upscale	Upscale	Franchise	Existing	Open	2910 S Cowhorn Creek Loop	Texarkana	TX	75503-2691	2012		10/01/2012	Monthly & Daily	12	14,908	12,052	Interstate	Hotel	No	No	Interior	6	109	0.708	12/21/2017	48037C0355E	48037C	0355E	Yes	100-year Floodplain	Jayant Patel	Jayant Patel	2138423414	Woodway, TX 76712	408 Water Wood Cir	Jayant Patel	408 Water Wood Cir	Woodway, TX 76712	2138423414	Jayant Patel	03/08/2023
		84	Tru by Hilton	Hilton Worldwide	Tru by Hilton McKinney	Dallas, TX	McKinney	Midscale	Midscale	Franchise	Existing	Open	3100 Craig Dr	McKinney	TX	75070-4536	2025		02/25/2025	Monthly & Daily	1	400	400	Suburban	Hotel	No	No	Interior	4	77	0.917	06/07/2017	48085C0270K	48085C	0270K	No	100-year and 500-year Floodplain	Harminder Singh	Harminder Singh	5104412858	Irving, TX 75063    	10024 Bluewater Terrace	Harminder Singh	10024 Bluewater Terrace	Irving, TX 75063    	5104412858	Harminder Singh
		214	Hyatt Place	Hyatt Corporation	Hyatt Place Houston Sugar Land	Houston, TX	Houston Southwest Freeway	Upscale	Upscale	Franchise	Existing	Open	16730 Creek Bend Dr	Sugar Land	TX	77478	2010		11/01/2010	Monthly & Daily	3	3,429	2,200	Suburban	Hotel	No	Yes	Interior	9			04/02/2014	48157C0280L	48157C	0280L	No	100-year and 500-year Floodplain		Starwood Capital Group	3056955200	Greenwich, CT 06830-6005	591 W Putnam Ave Suite # 700		591 W Putnam Ave Suite # 700	Greenwich, CT 06830-6005	3056955200	Starwood Capital Group
		64	Spark by Hilton	Hilton Worldwide	Spark by Hilton Victoria	Texas South	Texas South Area	Midscale	Midscale	Franchise	Existing	Open	6203 Dairy Rd	Victoria	TX	77904-3006	2012	2025	03/01/2013	Monthly & Daily		0	0	Small Metro/Town	Hotel	No	No	Interior	3	72	1.125	07/17/2024	48469C0305H	48469C	0305H	No	100-year and 500-year Floodplain	Vishu Bhakta	Vishvash N Bhakta	3617010331	Victoria, TX 77904	6203 Dairy Rd	Vishu Bhakta	6203 Dairy Rd	Victoria, TX 77904	3617010331	Vishvash N Bhakta	02/01/2024
		127	Hyatt Place	Hyatt Corporation	Hyatt Place Dallas/Plano	Dallas, TX	West Plano/Frisco	Upscale	Upscale	Franchise	Existing	Open	3100 Dallas Pky	Plano	TX	75093	1998	2016	09/01/1998	Monthly & Daily	1	790	790	Suburban	Hotel	No	No	Interior	6	135	1.063	11/21/2024	48085C0365L	48085C	0365L	No	100-year and 500-year Floodplain	Nimit Gajera	Chanakya Management LLC		Horizon City, TX 79928-6474	412 Emerald Trail Way	Nimit Gajera	412 Emerald Trail Way	Horizon City, TX 79928-6474		Chanakya Management LLC	12/11/2014
		116	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Shenandoah The Woodlands	Houston, TX	Houston North/Woodlands	Upper Midscale	Upper Midscale	Franchise	Existing	Open	223 David Vetter Blvd N	Shenandoah	TX	77385	2017		09/01/2017	Monthly & Daily	1	140	140	Suburban	Hotel	No	Yes	Interior	6			08/18/2014	48339C0540H	48339C	0540H	No	100-year and 500-year Floodplain		Buckhead Investment Partners	7135221800	Houston, TX 77005-3206	2567 Amherst St Suite # F		2567 Amherst St Suite # F	Houston, TX 77005-3206	7135221800	Buckhead Investment Partners	06/18/2025
		94	Hampton by Hilton	Hilton Worldwide	Hampton Inn Austin-Round Rock	Austin, TX	Round Rock/Georgetown	Upper Midscale	Upper Midscale	Franchise	Existing	Open	110 Dell Way	Round Rock	TX	78664	2001	2018	05/01/2001	Monthly & Daily				Suburban	Hotel	No	No	Interior	5	94	1.000	12/20/2019	48491C0635F	48491C	0635F	No	100-year and 500-year Floodplain		Apple Hospitality REIT, Inc.	8043448121	Richmond, VA 23219-3306	814 E Main St		814 E Main St	Richmond, VA 23219-3306	8043448121	Apple Hospitality REIT, Inc.	03/06/2009
		93	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites El Paso West	El Paso, TX	El Paso Surrounding	Upper Midscale	Upper Midscale	Franchise	Existing	Open	6411 S Desert Blvd	El Paso	TX	79932	2009		07/01/2009	Monthly & Daily	1	625	625	Suburban	Hotel	No	No	Interior	4	56	0.602					No		Vipin Bhakta	VISVAS, INC	9155810158	Roswell, NM 88201	3539 N Main St	Vipin Bhakta	3539 N Main St	Roswell, NM 88201	9155810158	VISVAS, INC	12/29/2022
		70	Spark by Hilton	Hilton Worldwide	Spark by Hilton Fort Stockton	Texas West	Texas West Area	Midscale	Midscale	Franchise	Existing	Open	3401 W Dickinson Blvd	Fort Stockton	TX	79735-4004	2008	2020	06/01/2008	Monthly & Daily				Interstate	Hotel	No	No	Interior	3	66	0.943					No			Rekha R Patel	4329400018	Fort Stockton, TX 79735	1608 W 18th St		1608 W 18th St	Fort Stockton, TX 79735	4329400018	Rekha R Patel
		77	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton Irving-DFW Airport	Dallas, TX	Irving	Upscale	Upscale	Franchise	Existing	Open	7800 Dulles Dr	Irving	TX	75063	2005	2023	07/19/2006	Monthly & Daily	2	1,654	1,426	Airport	Hotel	No	Yes	Interior	4	115	1.494	07/07/2014	48113C0145K	48113C	0145K	No	100-year and 500-year Floodplain		Flynn Properties, Inc.	4159032100	San Francisco, CA 94104-4215	225 Bush St Suite # 1800		225 Bush St Suite # 1800	San Francisco, CA 94104-4215	4159032100	Flynn Properties, Inc.	07/22/2021
